the_geom,OBJECTID,Meter ID,Parking Zone,Street,Block,Type,Side,Number of Spaces,Parkmobile ID,Latitude,Longitude,Updated in CNOGIS
POINT (-90.06729861062 29.94610041253),1104512,TCH-700-1769,8,Tchoupitoulas,700,PS,L,6,29391,29.946095,-90.067293000000006,
POINT (-90.070287612293 29.945989711968),1103488,CAM-700-0180,7,Camp,700,PS,R,7,2938,29.945984299999999,-90.070282000000006,
POINT (-90.080913515467 29.955173914442),1104234,S.CLA-400-1422,2,S. Claiborne,400,PS,R,9,29310,29.955168499999999,-90.0809079,
POINT (-90.069924312295 29.948764712874),1104039,N.MAE-600-1101,7,N. Maestri,600,PS,D,11,29235,29.948759299999999,-90.069918700000002,
POINT (-90.058713209682 29.960066916181),1104040,N.PET-1100-1090,6,N. Peters,1100,PS,R,7,29239,29.960061499999998,-90.058707600000005,
POINT (-90.076205614095 29.958305414445),1103605,CNL-1500-0275,5,Canal,1500,PS,D,6,2954,29.958300000000001,-90.0762,
POINT (-90.07414981291 29.953564214057),1104291,S.RAM-200-1457,3,S. Rampart,200,SSM,L,1,29326,29.9535588,-90.074144200000006,
POINT (-90.079752614594 29.953855413557),1104156,PER-1600-1251,2,Perdido,1600,PS,D,5,29278,29.953849999999999,-90.079746999999998,
POINT (-90.078653314648 29.953431714054),1103770,FRE-400-0901,2,Freret,400,SSM,L,1,,29.9534263,-90.078647700000005,
POINT (-90.061894709818 29.95768591476),1103718,DEC-800-0506,6,Decatur,800,SSM,R,1,29113,29.957680499999999,-90.061889100000002,
POINT (-90.065897310772 29.944096912293),1104271,S.PET-800-1413,8,S. Peters,800,PS,L,8,29319,29.944091499999999,-90.065891699999995,
POINT (-90.065275709962 29.945678312016),1103778,FUL-700-0562,8,Fulton,700,PS,R,9,29140,29.945672900000002,-90.065270100000006,
POINT (-90.067072210831 29.948026212919),1104508,TCH-500-1922,8,Tchoupitoulas,500,PS,R,12,29389,29.948020799999998,-90.067066600000004,
POINT (-90.065856311401 29.963576216361),1104067,N.RAM-1000-1135,6,N. Rampart,1000,PS,L,5,29251,29.963570799999999,-90.065850699999999,
POINT (-90.064913410304 29.953201214324),1103434,BIE-300-0091,6,Bienville,300,SSM,D,0,2923,29.9531958,-90.0649078,
POINT (-90.074561613573 29.952167413795),1104297,S.RAM-300-1481,3,S. Rampart,300,SSM,L,1,29327,29.952162000000001,-90.074556000000001,
POINT (-90.09381861746 29.925998407143),1104210,PRY-3600-1361,9,Prytania,3600,PS,L,5,29300,29.925992999999998,-90.093812999999997,
POINT (-90.074410612776 29.952760413761),1104292,S.RAM-300-1459,3,S. Rampart,300,SSM,L,1,29327,29.952755,-90.074404999999999,
POINT (-90.064614011185 29.958618815697),1104140,ORL-700-1225,6,Orleans,700,SSM,D,1,29271,29.958613400000001,-90.064608399999997,
POINT (-90.068960011308 29.950500913502),1103475,CAM-300-0204,4,Camp,300,PS,R,7,2934,29.950495499999999,-90.068954399999996,
POINT (-90.075454512736 29.930405908924),1103957,MAG-2000-0964,10,Magazine,2000,PS,R,7,29212,29.930400500000001,-90.075448899999998,
POINT (-90.061648509566 29.958100915544),1103726,DEC-800-0541,6,Decatur,800,SSM,L,1,29113,29.958095499999999,-90.061642899999995,
POINT (-90.078705614035 29.935605410127),1104405,ST.CHA-1900-1653,9,St. Charles,1900,SSM,L,1,29363,29.935600000000001,-90.078699999999998,
POINT (-90.056562108838 29.962303715922),1103753,ELY-400-0544,6,Elysian Fields,400,PS,U,8,29129,29.9622983,-90.056556499999999,
POINT (-90.065693411369 29.963422916098),1104072,N.RAM-1000-1158,6,N. Rampart,1000,SSM,R,1,29251,29.963417499999998,-90.065687800000006,
POINT (-90.08289281516 29.954575613459),1104330,S.ROM-600-1511,1,S. Roman,600,SSM,L,1,29339,29.954570199999999,-90.082887200000002,
POINT (-90.09124361714 29.925091807331),1103730,DEL-1300-0521,9,Delachaise,1300,SSM,U,1,29120,29.925086400000001,-90.091238000000004,
POINT (-90.067509011688 29.95737021505),1104481,ST.LOU-800-1759,6,St. Louis,800,SSM,D,1,29378,29.957364800000001,-90.067503400000007,
POINT (-90.07165791269 29.947487312621),1103811,GIR-700-0685,7,Girod,700,SSM,D,1,29149,29.9474819,-90.071652299999997,
POINT (-90.076635913036 29.937263609998),1104395,ST.CHA-1700-1784,9,St. Charles,1700,PS,R,5,29361,29.937258199999999,-90.076630300000005,
POINT (-90.074410612776 29.952760413761),1104293,S.RAM-300-1461,3,S. Rampart,300,SSM,L,1,29327,29.952755,-90.074404999999999,
POINT (-90.0678122117 29.950307613422),1103972,MAG-300-0887,4,Magazine,300,SSM,L,1,29202,29.950302199999999,-90.067806599999997,
POINT (-90.065544910106 29.941732511409),1103394,AND-200-0016,8,Andrew Higgins,200,PS,U,9,2904,29.941727100000001,-90.065539299999998,
POINT (-90.084599915685 29.956281614329),1104286,S.PRI-500-1520,1,S. Prieur,500,PS,R,8,29324,29.956276200000001,-90.084594300000006,
POINT (-90.082310415615 29.956213414453),1104325,S.ROM-500-1624,1,S. Roman,500,SSM,R,1,29338,29.956208,-90.082304800000003,
POINT (-90.067072510764 29.945579912258),1104126,NOT-300-1214,8,Notre Dame,300,PS,U,6,29262,29.945574499999999,-90.0670669,
POINT (-90.067838611436 29.953037813511),1103528,CHA-100-0343,6,Chartres,100,SSM,L,1,2967,29.953032400000001,-90.067832999999993,
POINT (-90.066426810308 29.943054912147),1104450,ST.JOS-300-1850,8,St. Joseph,300,SSM,U,1,29370,29.943049500000001,-90.066421199999994,
POINT (-90.07509391352 29.955787314521),1103562,CLE-1300-0377,5,Cleveland,1300,PS,D,6,2981,29.955781900000002,-90.075088300000004,
POINT (-90.069745411911 29.956388314797),1103449,BIE-900-0113,6,Bienville,900,SSM,D,1,2925,29.956382900000001,-90.069739799999994,
POINT (-90.065556110717 29.946118012625),1103796,GIR-200-0661,8,Girod,200,SSM,D,1,29144,29.946112599999999,-90.065550500000001,
POINT (-90.070861312544 29.957647814429),1104089,N.RAM-300-1122,6,N. Rampart,300,PS,R,7,29244,29.957642400000001,-90.070855699999996,
POINT (-90.064147410599 29.955324814415),1103710,DEC-500-0521,6,Decatur,500,SSM,L,1,29111,29.9553194,-90.064141800000002,
POINT (-90.095063617722 29.925726407519),1104215,PRY-3700-1377,9,Prytania,3700,SSM,L,1,29301,29.925720999999999,-90.095057999999995,
POINT (-90.073962913055 29.947012612808),1103422,BAR-700-0042,7,Baronne,700,PS,R,6,2915,29.947007200000002,-90.073957300000004,
POINT (-90.074235312748 29.931240109163),1103955,MAG-1900-0982,10,Magazine,1900,PS,R,11,29211,29.931234700000001,-90.074229700000004,
POINT (-90.058062608713 29.960443415584),1104043,N.PET-1200-1096,6,N. Peters,1200,PS,R,9,29240,29.960438,-90.058057000000005,
POINT (-90.07414981291 29.953564214057),1104290,S.RAM-200-1455,3,S. Rampart,200,SSM,L,1,29326,29.9535588,-90.074144200000006,
POINT (-90.065700110256 29.941128111546),1104250,S.PET-1000-1488,8,S. Peters,1000,PS,R,6,29321,29.941122700000001,-90.065694500000006,
POINT (-90.077900213061 29.935817010151),1104404,ST.CHA-1800-1804,9,St. Charles,1800,SSM,R,1,29362,29.935811600000001,-90.077894599999993,
POINT (-90.068720811825 29.951593813818),1103472,CAM-200-0151,4,Camp,200,SSM,L,1,2933,29.951588399999999,-90.0687152,
POINT (-90.066302610715 29.954083413926),1103443,BIE-500-0101,6,Bienville,500,SSM,D,1,2924,29.954077999999999,-90.066297000000006,
POINT (-90.07209531232 29.946073712171),1103901,JUL-700-0741,7,Julia,700,PS,D,11,29184,29.9460683,-90.072089700000006,
POINT (-90.069656111724 29.948507312701),1103478,CAM-500-0159,7,Camp,500,SSM,L,0,2936,29.9485019,-90.069650499999995,
POINT (-90.066287910369 29.942006511554),1103395,AND-300-0017,8,Andrew Higgins,300,PS,D,7,2905,29.942001099999999,-90.066282299999997,
POINT (-90.077005613153 29.936805410505),1104396,ST.CHA-1700-1790,9,St. Charles,1700,SSM,R,1,29361,29.936800000000002,-90.076999999999998,
POINT (-90.077515314668 29.957799015065),1104312,S.ROB-100-1489,5,S. Robertson,100,SSM,L,1,29334,29.957793599999999,-90.077509699999993,
POINT (-90.068879511512 29.957003414758),1103656,CNT-900-0480,6,Conti,900,SSM,U,1,2999,29.956997999999999,-90.0688739,
POINT (-90.064832009988 29.94277131187),1104440,ST.JOS-200-1695,8,St. Joseph,200,SSM,D,1,29369,29.942765900000001,-90.064826400000001,
POINT (-90.062008909931 29.958814014967),1103748,DUM-500-0587,6,Dumaine,500,SSM,D,1,29126,29.958808600000001,-90.062003300000001,
POINT (-90.063830311075 29.958739915032),1104371,ST.ANN-600-1684,6,St. Ann,600,SSM,U,1,29346,29.958734499999998,-90.063824699999998,
POINT (-90.083051916141 29.954143913805),1104338,S.ROM-600-1529,1,S. Roman,600,SSM,L,1,29339,29.954138499999999,-90.083046300000007,
POINT (-90.068858611559 29.945346412564),1103888,JUL-400-0743,8,Julia,400,PS,D,6,29181,29.945340999999999,-90.068853000000004,
POINT (-90.072235612532 29.947615012724),1103813,GIR-700-0689,7,Girod,700,SSM,D,1,29149,29.9476096,-90.072230000000005,
POINT (-90.069366911498 29.94955291299),1103476,CAM-400-0155,4,Camp,400,SSM,L,1,2935,29.949547500000001,-90.069361299999997,
POINT (-90.074814613369 29.951342413224),1104301,S.RAM-400-1473,3,S. Rampart,400,PS,L,7,29328,29.951336999999999,-90.074809000000002,
POINT (-90.06097530972 29.958845415618),1103728,DEC-900-0481,6,Decatur,900,PS,L,6,29114,29.958839999999999,-90.060969700000001,
POINT (-90.074863413261 29.956898014982),1103599,CNL-1400-0260,5,Canal,1400,SSM,U,1,2953,29.9568926,-90.074857800000004,
POINT (-90.070425411816 29.945968211933),1103485,CAM-700-0145,7,Camp,700,PS,L,5,2938,29.9459628,-90.070419799999996,
POINT (-90.103469620801 29.938300409682),1104113,NAP-2800-1188,10,Napoleon,2800,PS,U,5,29259,29.938295,-90.103464000000002,
POINT (-90.064811909707 29.942770212235),1104439,ST.JOS-200-1693,8,St. Joseph,200,SSM,D,1,29369,29.942764799999999,-90.064806300000001,
POINT (-90.081705615633 29.957605414423),1104545,TUL-1800-2024,1,Tulane,1800,SSM,U,1,29399,29.957599999999999,-90.081699999999998,
POINT (-90.077319613766 29.952820413442),1104149,PER-1300-1293,2,Perdido,1300,PS,D,4,29275,29.952815000000001,-90.077314000000001,
POINT (-90.065349211299 29.963831516422),1104075,N.RAM-1100-1164,6,N. Rampart,1100,SSM,R,1,29252,29.963826099999999,-90.065343600000006,
POINT (-90.07501991309 29.957000814606),1103601,CNL-1400-0264,5,Canal,1400,SSM,U,1,2953,29.9569954,-90.075014300000007,
POINT (-90.07169741209 29.954772814399),1103642,CNL-900-0240,3,Canal,900,SSM,U,1,2948,29.954767400000001,-90.071691799999996,
POINT (-90.076302213849 29.947026912403),1103877,JUL-1100-0797,7,Julia,1100,PS,D,4,29188,29.947021500000002,-90.076296600000006,
POINT (-90.069471711936 29.952781014298),1104378,ST.CHA-100-1830,3,St. Charles,100,PS,R,6,29348,29.952775599999999,-90.0694661,
POINT (-90.104307620862 29.93674640968),1103871,JEN-2600-0731,10,Jena,2600,PS,D,13,29176,29.936741000000001,-90.104302000000004,
POINT (-90.074423013125 29.945853712006),1103423,BAR-800-0039,7,Baronne,800,PS,L,13,2916,29.945848300000002,-90.074417400000002,
POINT (-90.105074121101 29.938057509114),1103558,CLA-4500-0363,10,Clara,4500,PS,L,11,2980,29.9380521,-90.105068500000002,
POINT (-90.076387114322 29.957694114746),1104359,S.VIL-100-1533,5,S. Villere,100,PS,L,6,29340,29.957688699999999,-90.076381499999997,
POINT (-90.066851611265 29.962504416375),1104106,N.RAM-900-1145,6,N. Rampart,900,PS,L,5,29250,29.962499000000001,-90.066845999999998,
POINT (-90.082352315926 29.956318914104),1104319,S.ROM-500-1503,1,S. Roman,500,SSM,L,1,29338,29.9563135,-90.082346700000002,
POINT (-90.076484613241 29.945020312173),1104287,S.RAM-1000-1451,7,S. Rampart,1000,PS,L,9,29333,29.9450149,-90.076479000000006,
POINT (-90.068022811596 29.949265013013),1103990,MAG-400-0932,4,Magazine,400,SSM,R,1,29203,29.949259600000001,-90.0680172,
POINT (-90.082946614869 29.926026407263),1103966,MAG-2800-0983,10,Magazine,2800,PS,L,8,29215,29.926020999999999,-90.082941000000005,
POINT (-90.067423111267 29.951469113326),1103951,MAG-100-0916,4,Magazine,100,SSM,R,1,29200,29.951463700000001,-90.067417500000005,
POINT (-90.134856329363 29.945018709903),1103847,HAM-8200-0735,10,Hampson,8200,SSM,L,1,29168,29.945013299999999,-90.134850700000001,
POINT (-90.074443913389 29.956617914405),1103597,CNL-1300-0258,5,Canal,1300,SSM,U,1,2952,29.956612499999999,-90.074438299999997,
POINT (-90.078089714207 29.952720613644),1103931,LAS-500-3001,2,LaSalle,500,PS,L,3,29193,29.9527152,-90.078084099999998,
POINT (-90.058920609834 29.961115516052),1103695,DEC-1200-0485,6,Decatur,1200,PS,L,9,29117,29.961110099999999,-90.058914999999999,
POINT (-90.067440110769 29.941417211111),1104169,POE-300-1301,8,Poeyfarre,300,SSM,D,1,29283,29.941411800000001,-90.067434500000005,
POINT (-90.08301931572 29.95425191368),1104337,S.ROM-600-1527,1,S. Roman,600,SSM,L,1,29339,29.9542465,-90.083013699999995,
POINT (-90.065346910688 29.945507012505),1103780,FUL-700-0641,8,Fulton,700,PS,L,10,29140,29.9455016,-90.0653413,
POINT (-90.066186510745 29.955187014141),1103653,CNT-600-0474,6,Conti,600,SSM,U,1,2998,29.9551816,-90.066180900000006,
POINT (-90.06742381108 29.951477813934),1103950,MAG-100-0914,4,Magazine,100,SSM,R,1,29200,29.9514724,-90.067418200000006,
POINT (-90.065228610297 29.943294411668),1103782,FUL-800-0576,8,Fulton,800,PS,R,14,29141,29.943289,-90.065223000000003,
POINT (-90.068052811467 29.952306713544),1103623,CNL-500-0212,4,Canal,500,SSM,U,1,2944,29.952301299999998,-90.068047199999995,
POINT (-90.079481615089 29.955125414002),1103832,GRA-1600-0672,2,Gravier,1600,PS,U,8,29163,29.955120000000001,-90.079476,
POINT (-90.076858614092 29.955440813965),1104535,TUL-1400-1831,2,Tulane,1400,PS,D,4,29397,29.955435399999999,-90.076853,
POINT (-90.069400011312 29.95121661394),1103840,GRA-600-0630,3,Gravier,600,PS,U,9,29154,29.951211199999999,-90.069394399999993,
POINT (-90.076287613885 29.95631041445),1103923,LAS-200-0878,5,LaSalle,200,SSM,R,1,29191,29.956305,-90.076282000000006,
POINT (-90.067106710812 29.942547711464),1104241,S.DIA-300-1436,8,S. Diamond,300,SSM,U,1,29313,29.942542299999999,-90.067101100000002,
POINT (-90.067125411078 29.953313714353),1103863,IBE-500-0748,6,Iberville,500,SSM,U,1,29172,29.9533083,-90.0671198,
POINT (-90.067389411411 29.951585413884),1103949,MAG-100-0912,4,Magazine,100,SSM,R,1,29200,29.95158,-90.067383800000002,
POINT (-90.070079412154 29.95783791455),1103646,CNT-1000-0496,6,Conti,1000,SSM,U,1,29100,29.957832499999999,-90.070073800000003,
POINT (-90.069341612 29.944607411829),1104008,MAG-800-0904,8,Magazine,800,PS,R,6,29207,29.944602,-90.069336000000007,
POINT (-90.063518110586 29.948278313001),1104177,POY-100-1357,4,Poydras,100,PS,D,5,29285,29.948272899999999,-90.063512500000002,
POINT (-90.067862411475 29.948822712645),1104189,POY-400-1336,8,Poydras,400,SSM,U,1,29287,29.948817300000002,-90.067856800000001,
POINT (-90.065983911177 29.94815131275),1104260,S.PET-500-1443,8,S. Peters,500,PS,L,5,29316,29.9481459,-90.065978299999998,
POINT (-90.073197612143 29.945556412437),1103522,CAR-800-0295,7,Carondelet,800,PS,L,14,2963,29.945550999999998,-90.073192000000006,
POINT (-90.092297616486 29.927054407491),1103735,DEL-1500-0522,9,Delachaise,1500,PS,U,6,29122,29.927049,-90.092292,
POINT (-90.075238612711 29.939752411231),1104384,ST.CHA-1400-1613,9,St. Charles,1400,SSM,L,1,29358,29.939747000000001,-90.075232999999997,
POINT (-90.07249541275 29.951950813716),1103414,BAR-300-0069,3,Baronne,300,PS,L,5,2912,29.9519454,-90.0724898,
POINT (-90.064681511243 29.964881016406),1104081,N.RAM-1200-1191,6,N. Rampart,1200,SSM,L,1,29253,29.964875599999999,-90.064675899999997,
POINT (-90.068737312061 29.960020115318),1104099,N.RAM-600-1112,6,N. Rampart,600,PS,R,6,29247,29.960014699999999,-90.068731700000001,
POINT (-90.067808611922 29.952527913864),1103625,CNL-500-0223,6,Canal,500,SSM,D,1,2944,29.952522500000001,-90.067802999999998,
POINT (-90.065516610767 29.952505514192),1104045,N.PET-200-1105,6,N. Peters,200,SSM,L,1,29236,29.952500100000002,-90.065511000000001,
POINT (-90.056376708405 29.964846316654),1103758,ELY-700-0605,6,Elysian Fields,700,SSM,D,1,29131,29.964840899999999,-90.056371100000007,
POINT (-90.074401212666 29.94474471201),1103856,HOW-800-0721,7,Howard,800,SSM,D,1,29170,29.944739299999998,-90.074395600000003,
POINT (-90.101604620355 29.937262409453),1104018,MGN-4200-1052,10,Magnolia,4200,SSM,R,1,29227,29.937256999999999,-90.101598999999993,
POINT (-90.0867476154 29.923792406909),1103979,MAG-3200-0979,10,Magazine,3200,PS,L,7,29219,29.923787000000001,-90.086742000000001,
POINT (-90.069321711223 29.946973912192),1103805,GIR-500-0653,8,Girod,500,PS,D,11,29147,29.946968500000001,-90.069316099999995,
POINT (-90.074737313089 29.948005112859),1103818,GIR-900-0784,7,Girod,900,SSM,U,1,29410,29.9479997,-90.074731700000001,
POINT (-90.130518128744 29.947874110493),1104131,OAK-8100-1220,10,Oak,8100,PS,R,11,29264,29.947868700000001,-90.130512499999995,
POINT (-90.063705110844 29.955782815113),1103714,DEC-500-0529,6,Decatur,500,SSM,L,1,29111,29.955777399999999,-90.063699499999998,
POINT (-90.063454310085 29.958470215456),1104368,ST.ANN-600-1678,6,St. Ann,600,SSM,U,1,29346,29.958464800000002,-90.063448699999995,
POINT (-90.067707611287 29.949573412875),1104124,NAT-400-1210,4,Natchez,400,SSM,U,1,29260,29.949567999999999,-90.067701999999997,
POINT (-90.074237813463 29.957322215112),1104529,TRE-100-1801,5,Treme,100,SSM,L,1,29395,29.957316800000001,-90.074232199999997,
POINT (-90.094617017967 29.92676880781),1103392,AME-1500-0011,9,Amelia,1500,PS,D,9,2903,29.926763399999999,-90.094611400000005,
POINT (-90.081241514815 29.956938513955),1104238,S.DER-400-1409,1,S. Derbigny,400,PS,L,11,29311,29.956933100000001,-90.081235899999996,
POINT (-90.068143111995 29.957492015036),1103685,DAU-400-0475,6,Dauphine,400,SSM,L,1,29105,29.957486599999999,-90.068137500000006,
POINT (-90.103205619758 29.920605406117),1103996,MAG-4500-1026,10,Magazine,4500,PS,R,8,29224,29.9206,-90.103200000000001,
POINT (-90.091273116514 29.925145207355),1103731,DEL-1300-0523,9,Delachaise,1300,SSM,U,1,29120,29.9251398,-90.091267500000001,
POINT (-90.066918610435 29.944796612176),1103887,JUL-300-0782,8,Julia,300,PS,U,4,29180,29.944791200000001,-90.066913,
POINT (-90.071692112555 29.950300113615),1103676,CRL-400-0348,3,Carroll,400,PS,R,7,2966,29.950294700000001,-90.071686499999998,
POINT (-90.070523912496 29.952578114093),1103577,CMN-700-0429,3,Common,700,PS,D,5,2989,29.952572700000001,-90.070518300000003,
POINT (-90.064156110476 29.958965215178),1104374,ST.ANN-700-1690,6,St. Ann,700,SSM,U,1,29347,29.958959799999999,-90.064150499999997,
POINT (-90.0735898127 29.956435914593),1103595,CNL-1200-0249,5,Canal,1200,SSM,D,1,2951,29.9564305,-90.073584199999999,
POINT (-90.134017629269 29.94469140966),1103741,DUB-700-0538,10,Dublin W,700,PS,U,4,29125,29.944686000000001,-90.134011999999998,
POINT (-90.064481610586 29.954957214359),1103708,DEC-400-0515,6,Decatur,400,SSM,L,1,29110,29.9549518,-90.064475999999999,
POINT (-90.074817813194 29.948023712705),1103819,GIR-900-0786,7,Girod,900,SSM,U,1,29410,29.948018300000001,-90.074812199999997,
POINT (-90.080349714171 29.933654509064),1103869,JAC-1500-0760,9,Jackson,1500,SSM,U,0,29175,29.9336491,-90.080344100000005,
POINT (-90.067463911165 29.944132712208),1104518,TCH-800-1926,8,Tchoupitoulas,800,PS,R,6,29392,29.944127300000002,-90.067458299999998,
POINT (-90.092584917418 29.927412207143),1103390,ALI-1500-0007,9,Aline,1500,PS,D,4,2902,29.9274068,-90.092579299999997,
POINT (-90.062887810019 29.960162715313),1104227,ROY-900-1391,6,Royal,900,SSM,L,1,29304,29.960157299999999,-90.062882200000004,
POINT (-90.064070910104 29.955412414609),1103711,DEC-500-0523,6,Decatur,500,SSM,L,1,29111,29.955407000000001,-90.064065299999996,
POINT (-90.072216812388 29.95552571409),1103584,CNL-1000-0239,6,Canal,1000,SSM,D,1,2949,29.9555203,-90.072211199999998,
POINT (-90.07769471395 29.954050413876),1103927,LAS-400-3002,2,LaSalle,400,PS,R,7,29193,29.954045000000001,-90.077689100000001,
POINT (-90.075330114011 29.955130513756),1104358,S.SAR-200-1557,5,S. Saratoga,200,SSM,L,1,29343,29.9551251,-90.075324499999994,
POINT (-90.074980013841 29.953445014136),1103822,GRA-1100-0653,3,Gravier,1100,SSM,D,1,,29.953439599999999,-90.074974400000002,
POINT (-90.057387908863 29.961472415976),1103759,ESP-400-0552,6,Esplanade,400,PS,U,6,29132,29.961466999999999,-90.0573823,
POINT (-90.07584861303 29.938856310418),1104388,ST.CHA-1500-1621,9,St. Charles,1500,SSM,L,1,29359,29.938850899999998,-90.075843000000006,
POINT (-90.08040561416 29.934405409629),1104416,ST.CHA-2100-1665,9,St. Charles,2100,SSM,L,1,29365,29.9344,-90.080399999999997,
POINT (-90.094467717135 29.926233606862),1103391,AME-1500-0009,9,Amelia,1500,PS,D,9,2903,29.926228200000001,-90.094462100000001,
POINT (-90.067505011423 29.957367914684),1104480,ST.LOU-800-1757,6,St. Louis,800,SSM,D,1,29378,29.957362499999999,-90.067499400000003,
POINT (-90.074405613259 29.946585412696),1103915,JUL-900-0841,7,Julia,900,SSM,D,1,29186,29.946580000000001,-90.074399999999997,
POINT (-90.075700113716 29.950142912826),1103937,LOY-500-2080,7,Loyola,500,PS,R,8,29196,29.9501375,-90.075694499999997,
POINT (-90.068770012147 29.953198513795),1103627,CNL-600-0225,6,Canal,600,SSM,D,1,2945,29.9531931,-90.068764400000006,
POINT (-90.066379810385 29.94544061247),1104128,NOT-300-1218,8,Notre Dame,300,SSM,U,1,29262,29.945435199999999,-90.066374199999998,
POINT (-90.06625571073 29.952974014297),1103697,DEC-200-0499,6,Decatur,200,SSM,L,1,29108,29.952968599999998,-90.066250100000005,
POINT (-90.069139611136 29.94217841143),1103671,CON-1000-0458,8,Constance,1000,PS,R,7,2996,29.942173,-90.069134000000005,
POINT (-90.065156610564 29.942511412176),1103786,FUL-900-0570,8,Fulton,900,SSM,R,1,29142,29.942506000000002,-90.065151,
POINT (-90.069210612506 29.96051511553),1103430,BAS-600-0090,6,Basin,600,PS,R,4,2921,29.960509699999999,-90.069204999999997,
POINT (-90.062393309921 29.960303715929),1104494,ST.PHI-600-1920,6,St. Phillip,600,SSM,U,1,29384,29.960298300000002,-90.062387700000002,
POINT (-90.083570615614 29.95841841438),1104547,TUL-2000-2026,1,Tulane,2000,PS,U,9,29401,29.958413,-90.083564999999993,
POINT (-90.069916712342 29.955193214757),1103867,IBE-800-0756,6,Iberville,800,SSM,U,1,29173,29.955187800000001,-90.069911099999999,
POINT (-90.066944410674 29.95222231406),1103691,DEC-100-0489,6,Decatur,100,SSM,L,1,29107,29.9522169,-90.066938800000003,
POINT (-90.077345814276 29.952747613773),1104151,PER-1300-2048,2,Perdido,1300,PS,U,3,29275,29.952742199999999,-90.077340199999995,
POINT (-90.068127311089 29.9506972135),1103839,GRA-500-0720,4,Gravier,500,PS,U,6,29153,29.950691800000001,-90.068121700000006,
POINT (-90.062008609982 29.957679515021),1103725,DEC-800-0539,6,Decatur,800,SSM,L,1,29113,29.957674099999998,-90.062003000000004,
POINT (-90.062488310443 29.958904815731),1103552,CHA-800-0400,6,Chartres,800,SSM,R,1,2973,29.9588994,-90.062482700000004,
POINT (-90.081305615161 29.957405414511),1104542,TUL-1800-2016,1,Tulane,1800,SSM,U,1,29399,29.9574,-90.081299999999999,
POINT (-90.078823914422 29.952079813524),1104183,POY-1500-1329,2,Poydras,1500,SSM,D,1,29297,29.952074400000001,-90.078818299999995,
POINT (-90.061890709908 29.957693515279),1103719,DEC-800-0508,6,Decatur,800,SSM,R,1,29113,29.957688099999999,-90.061885099999998,
POINT (-90.06707011091 29.950219613333),1103838,GRA-400-0718,4,Gravier,400,PS,U,9,29152,29.950214200000001,-90.067064500000001,
POINT (-90.063734410175 29.958677615732),1104369,ST.ANN-600-1680,6,St. Ann,600,SSM,U,1,29346,29.958672199999999,-90.063728800000007,
POINT (-90.072425612936 29.952197813705),1103409,BAR-300-0046,3,Baronne,300,PS,R,6,2912,29.952192400000001,-90.072419999999994,
POINT (-90.074071413001 29.947037812061),1103421,BAR-700-0037,7,Baronne,700,PS,L,9,2915,29.947032400000001,-90.0740658,
POINT (-90.065769510888 29.943861511896),1104273,S.PET-800-1458,8,S. Peters,800,PS,R,6,29319,29.943856100000001,-90.065763899999993,
POINT (-90.063868610559 29.953244414253),1104033,N.FRO-300-1084,6,N. Front,300,SSM,R,1,29234,29.953239,-90.063862999999998,
POINT (-90.06502470987 29.94172851179),1103393,AND-200-0013,8,Andrew Higgins,200,PS,D,13,2904,29.941723100000001,-90.065019100000001,
POINT (-90.082887915556 29.954303113302),1104346,S.ROM-600-1648,1,S. Roman,600,SSM,R,1,29339,29.954297700000001,-90.082882299999994,
POINT (-90.061598010446 29.958035115195),1103722,DEC-800-0514,6,Decatur,800,SSM,R,1,29113,29.958029700000001,-90.061592399999995,
POINT (-90.073379612878 29.947882413042),1103816,GIR-800-0693,7,Girod,800,PS,D,3,29150,29.947876999999998,-90.073374000000001,
POINT (-90.073088612543 29.955150414085),1104289,S.RAM-100-1596,3,S. Rampart,100,PS,R,4,29325,29.955145000000002,-90.073082999999997,
POINT (-90.076551714449 29.955566214112),1104534,TUL-1400-1809,5,Tulane,1400,PS,D,11,29397,29.955560800000001,-90.076546100000002,
POINT (-90.076105612556 29.93800541085),1104393,ST.CHA-1600-1772,9,St. Charles,1600,PS,R,9,29360,29.937999999999999,-90.076099999999997,
POINT (-90.064324011267 29.959074715674),1104375,ST.ANN-700-1692,6,St. Ann,700,SSM,U,1,29347,29.959069299999999,-90.064318400000005,
POINT (-90.075886013079 29.947158112726),1104308,S.RAM-700-1528,7,S. Rampart,700,PS,R,7,29331,29.9471527,-90.075880400000003,
POINT (-90.10163162009 29.937355409411),1104015,MGN-4200-1039,10,Magnolia,4200,SSM,L,1,29227,29.937349999999999,-90.101625999999996,
POINT (-90.074382413715 29.954316313703),1104533,TUL-1100-2002,3,Tulane,1100,PS,U,5,29396,29.954310899999999,-90.074376799999996,
POINT (-90.05823450947 29.961290115625),1103462,BRC-400-0082,6,Barracks,400,SSM,U,1,2918,29.9612847,-90.058228900000003,
POINT (-90.076041414054 29.956551014037),1103921,LAS-100-0874,5,LaSalle,100,SSM,R,1,29190,29.956545599999998,-90.0760358,
POINT (-90.070125912036 29.951404813664),1104421,ST.CHA-300-1585,3,St. Charles,300,SSM,L,1,29350,29.9513994,-90.070120299999999,
POINT (-90.06948661129 29.94416241234),1104009,MAG-800-0908,8,Magazine,800,PS,R,8,29207,29.944157000000001,-90.069480999999996,
