Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
4617 S Saratoga St,4617 S Saratoga St,Accessory STR,2,4,03/05/2020 06:54:50 AM,"(29.931458961965, -90.1055576775234)",3669723.12,522650.21
2018 Louisa St,2018 Louisa St,Accessory STR,3,6,05/29/2020 11:59:59 PM,"(29.976951613542, -90.0396435956808)",3690413.33,539422.67
1616 N Tonti St,1616 N Tonti St,Accessory STR,3,6,03/25/2020 11:59:59 PM,"(29.9772110166061, -90.0714468703974)",3680343.84,539404.72
1518 Paul Morphy St,1518 Paul Morphy St,Accessory STR,2,4,05/02/2020 11:59:59 PM,"(29.9787068886607, -90.0772731936232)",3678493.35,539928.41
704 Mandeville St,704 Mandeville St,Accessory STR,2,4,04/04/2020 11:59:59 PM,"(29.9649405121959, -90.0541689128537)",3685863.59,535003.36
920 North Derbigny St.,920 North Derbigny St.,Accessory STR,3,6,05/30/2020 11:59:59 PM,"(29.966510960069, -90.0723605554798)",3680097.4,535510.59
1520 N Derbigny St,1520 N Derbigny St,Accessory STR,3,6,01/13/2020 11:59:59 PM,"(29.9720555237192, -90.0676229318682)",3681575.15,537543.34
24030 Chef Menteur Hwy,24030 Chef Menteur Hwy,Commercial STR,3,6,08/07/2020 11:59:59 PM,"(30.1131495987147, -89.7613191182827)",3777845.88,590050.16
4403 St Roch Ave,4403 St Roch Ave,Temporary STR,,,09/02/2020 11:59:59 PM,"(30.0034206188492, -90.0546994326938)",3685539.47,548994.31
1125 N Rampart St Apt 3,1125 N Rampart St Apt 3,Commercial STR,1,2,07/23/2020 11:59:59 PM,"(29.9643802899211, -90.0653739342461)",3682318.07,534760.21
3709 Bienville Ave,3709 Bienville Ave,Commercial STR,,,06/11/2020 11:59:59 PM,"(29.9739097158605, -90.0952974998406)",3672806.05,538121.87
37 Tennyson Pl,37 Tennyson Pl,Temporary STR,5,10,01/17/2020 11:59:59 PM,"(29.9163086425835, -89.9938924680576)",3705155.19,517537.26
733 Constantinople St,733 Constantinople St,Accessory STR,1,2,06/05/2020 11:59:59 PM,"(29.9199342472342, -90.0966191542089)",3672599.46,518489.85
326 Camp St unit 302,326 Camp St unit 302,Commercial STR,2,4,12/28/2019 11:59:59 PM,"(29.9503207358701, -90.0688252992144)",3681281.7,529635.56
2324 Columbus St,2324 Columbus St,Accessory STR,3,6,01/22/2020 11:59:59 PM,"(29.9754243396083, -90.0737970182727)",3679606.96,538746.83
925 Common St Unit 913,925 Common St Unit 913,Commercial STR,,,03/19/2020 11:59:59 PM,"(29.9538773041979, -90.072473063658)",3680112.33,530916.13
4111 Fairmont Dr,4111 Fairmont Dr,Accessory STR,2,4,03/31/2020 11:59:59 PM,"(29.9997117706185, -90.0579053020874)",3684539.82,547634.32
6316 Patton St,6316 Patton St,Accessory STR,3,6,12/10/2019 11:59:59 PM,"(29.921962888476, -90.1267919022242)",3663033.93152,519125.64044
2228 Gravier St Apt 306,2228 Gravier St Apt 306,Commercial STR,,,06/12/2020 11:59:59 PM,"(29.958232000581, -90.0868212389276)",3675551.62,532449.95
5920 Magazine St,5920 Magazine St,Commercial STR,2,4,06/09/2020 11:59:59 PM,"(29.9217719161406, -90.1204542606918)",3665042.19,519077.39
605 Congress St,605 Congress St,Accessory STR,1,2,02/11/2020 11:59:59 PM,"(29.9614428154162, -90.0401986926073)",3690301.24,533781.12
1816 Amelia St,1816 Amelia St,Accessory STR,1,2,03/07/2020 11:59:59 PM,"(29.9296344546819, -90.0956127636249)",3672880.15,522020.64
2318 Kraft Place,2318 Kraft Place,Accessory STR,2,4,07/24/2020 11:59:59 PM,"(29.9315507940771, -90.0336719777191)",3692491.11,522934.71
1421 Thalia St,1421 Thalia St,Commercial STR,1,2,05/07/2020 11:59:59 PM,"(29.9388901089914, -90.073167016671)",3679952.52,525463.82
709 Jackson Ave Apt 204 Unit 304,709 Jackson Ave Apt 204 Unit 304,Commercial STR,,,05/22/2020 11:59:59 PM,"(29.9267873047601, -90.0740415724092)",3679723.91,521059.76
4995 Burgundy St,4995 Burgundy St,Commercial STR,3,6,02/13/2020 11:59:59 PM,"(29.9606651217769, -90.0231847607111)",3695691.66,533559.52
2327 Conti Street Apt A,2327 Conti Street Apt A,Accessory STR,1,2,10/23/2019 11:59:59 PM,"(29.965677430375, -90.0813895487356)",3677241.95957,535176.13972
334 Carondelet St Unit 207,334 Carondelet St Unit 207,Commercial STR,2,4,01/14/2020 11:59:59 PM,"(29.9509187977643, -90.0713308221869)",3680485.88,529844.29
2848 Grande-Route St John St,2848 Grande-Route St John St,Accessory STR,1,2,11/26/2019 11:59:59 PM,"(29.9795497856782, -90.0791693153094)",3677889.72002,540228.34459
1429 N Claiborne Ave Apt H,1429 N Claiborne Ave Apt H,Commercial STR,1,2,04/12/2020 12:00:00 AM,"(29.9702908994125, -90.0686172820966)",3681267.42,536898.18
2213 N Villere St,2213 N Villere St,Accessory STR,3,6,01/21/2020 11:59:59 PM,"(29.9717945477404, -90.0564347127657)",3685118.41,537487.74
1332 Mandeville St,1332 Mandeville St,Accessory STR,2,4,12/02/2019 05:07:21 PM,"(29.9714304016798, -90.0547191227913)",3685663.04636,537361.37985
3413 Chartres St,3413 Chartres St,Accessory STR,2,4,07/01/2020 11:59:59 PM,"(29.9616600004119, -90.0416088681139)",3689853.84,533855.06
2011 Robert St,2011 Robert St,Accessory STR,1,2,08/17/2020 11:59:59 PM,"(29.9322821910361, -90.1080903891829)",3668917.73,522940.98
1326 Franklin Ave,1326 Franklin Ave,Commercial STR,,,03/28/2020 11:59:59 PM,"(29.9715211431749, -90.0497207671651)",3687245.17,537412.07
711 S Peters St Apt 311,711 S Peters St Apt 311,Commercial STR,2,4,08/21/2020 11:59:59 PM,"(29.9458086907846, -90.0661743226733)",3682139.33,528004.09
1564 N Dorgenois St,1564 N Dorgenois St,Accessory STR,1,2,08/20/2020 11:59:59 PM,"(29.9779115106124, -90.0741304800102)",3679491.45,539650.1
7220 Sycamore St,7220 Sycamore St,Accessory STR,2,4,04/24/2020 11:59:59 PM,"(29.9504457768437, -90.1172089436219)",3665959.52,529515.18
2228 Gravier St Apt 305,2228 Gravier St Apt 305,Commercial STR,,,06/12/2020 11:59:59 PM,"(29.9582443333457, -90.0868109789212)",3675554.82,532454.47
1832 Felicity St,1832 Felicity St,Commercial STR,4,8,01/25/2020 03:59:47 PM,"(29.9386254928191, -90.0804101898549)",3677659.61,525342.44
2111 Fourth St,2111 Fourth St,Accessory STR,1,2,08/07/2020 11:59:59 PM,"(29.9358521705565, -90.088314975253)",3675167.06,524306.67
334 Carondelet St Unit 408,334 Carondelet St Unit 408,Commercial STR,1,2,05/28/2020 11:59:59 PM,"(29.9508750187554, -90.0712019029786)",3680526.88,529828.82
731 Jackson Ave,731 Jackson Ave,Commercial STR,5,10,04/04/2020 11:59:59 PM,"(29.9270406901008, -90.0743403539991)",3679628.26,521150.86
1124 St Charles Ave 2B,1124 St Charles Ave 2B,Commercial STR,1,2,01/16/2020 11:59:59 PM,"(29.9415759330494, -90.0733574153277)",3679881.48,526439.82
2327 Robert E Lee Blvd,2327 Robert E Lee Blvd,Accessory STR,2,4,04/28/2020 11:59:59 PM,"(30.022467951614, -90.0573647932984)",3684618.75,555911.27
1311 Mystery St,1311 Mystery St,Accessory STR,3,6,03/31/2020 11:59:59 PM,"(29.9802617245396, -90.0850801498673)",3676015.66,540466.8
924 Dufossat St,924 Dufossat St,Accessory STR,3,6,05/29/2020 01:25:23 PM,"(29.9209996770533, -90.111061745456)",3668020.38,518828.19
929 N Claiborne Ave,929 N Claiborne Ave,Commercial STR,3,6,02/22/2020 02:39:26 PM,"(29.9663494641453, -90.0718739028053)",3680252.13,535453.56
2837 Danneel St Apt 1,2837 Danneel St Apt 1,Accessory STR,2,4,10/22/2019 03:40:08 PM,"(29.933912951932, -90.089362968923)",3674842.79841,523597.8942
1123 St Mary St Apt C,1123 St Mary St Apt C,Commercial STR,1,2,01/08/2020 11:59:59 PM,"(29.9321107619383, -90.0741793730073)",3679658.99,522995.08
925 Common St 1517,925 Common St 1517,Commercial STR,1,2,01/24/2020 11:59:59 PM,"(29.9538869668523, -90.0728271710992)",3680000.16,530918.41
1424 Jefferson Ave,1424 Jefferson Ave,Accessory STR,2,4,04/07/2020 11:59:59 PM,"(29.9257509429326, -90.1141006770212)",3667039.37,520545.67
3043 N Rampart St,3043 N Rampart St,Accessory STR,,,06/18/2020 11:59:59 PM,"(29.9666355920309, -90.0451736191625)",3688704.78,535651.66
2040 Louisa St,2040 Louisa St,Commercial STR,3,6,12/09/2019 11:59:59 PM,"(29.977319808661, -90.0395622849362)",3690437.56,539556.85
2915 Chippewa St.,2915 Chippewa St.,Accessory STR,1,2,07/19/2020 11:59:59 PM,"(29.9218400857899, -90.081684247967)",3677322.78,519234.25
3803 Octavia St,3803 Octavia St,Accessory STR,3,6,11/13/2019 01:10:05 PM,"(29.9499830016602, -90.1081848625215)",3668818.98586,529377.33933
2837 Audubon St,2837 Audubon St,Accessory STR,,,06/04/2020 11:59:59 PM,"(29.9553620216547, -90.1115524397831)",3667731.71,531321.97
3338 Elysian Fields Ave,3338 Elysian Fields Ave,Accessory STR,3,6,06/19/2020 11:59:59 PM,"(29.9927207054863, -90.0591855611958)",3684162.87,545087.59
320 N Cortez St Unit A,320 N Cortez St Unit A,Commercial STR,4,8,06/13/2020 11:59:59 PM,"(29.9741238176971, -90.0951003991484)",3672867.61,538200.4
905 esplanade,905 esplanade,Accessory STR,1,2,04/19/2020 11:59:59 PM,"(29.9649077344466, -90.0617368346429)",3683467.54,534964.77
2213 St Bernard Ave,2213 St Bernard Ave,Commercial STR,4,8,05/17/2020 11:59:59 PM,"(29.9793938426267, -90.0691110437405)",3681074.57,540206.63
3152 Toulouse St,3152 Toulouse St,Accessory STR,3,6,01/30/2020 11:59:59 PM,"(29.9727787018346, -90.0888767856217)",3674843.29,537732.61
3410 N Roman St,3410 N Roman St,Accessory STR,2,4,06/09/2020 11:59:59 PM,"(29.9737269970926, -90.0378768560372)",3690985.91,538256.4
3725 Bienville Ave,3725 Bienville Ave,Commercial STR,4,8,06/11/2020 11:59:59 PM,"(29.9740685177042, -90.0955508389331)",3672725.22,538178.75
2636 Louisiana Ave,2636 Louisiana Ave,Commercial STR,3,6,04/17/2020 11:59:59 PM,"(29.9378893283891, -90.0964214051129)",3672591.62,525019.65
1201 Baronne St Unit 1,1201 Baronne St Unit 1,Commercial STR,3,6,08/12/2020 07:37:28 PM,"(29.9427098170318, -90.0764831270525)",3678887.05,526841.27
631 Louisa St,631 Louisa St,Accessory STR,3,6,09/02/2020 11:59:59 PM,"(29.9627494571385, -90.0436853734445)",3689191.89,534243.82
900 Bartholomew St Unit 408,900 Bartholomew St Unit 408,Commercial STR,3,6,06/06/2020 11:59:59 PM,"(29.9636539843281, -90.0361976941458)",3691558.99,534599.5
1429 N Claiborne Ave Apt F,1429 N Claiborne Ave Apt F,Commercial STR,1,2,04/12/2020 12:00:00 AM,"(29.970275386499, -90.0685883574729)",3681276.64,536892.64
4629 Eastern St,4629 Eastern St,Accessory STR,3,6,11/08/2019 11:59:59 PM,"(30.0061663895755, -90.0465655599702)",3688102.63785,550021.59727
2704 Bruxelles Street,2704 Bruxelles Street,Accessory STR,3,6,06/30/2020 11:59:59 PM,"(29.9851928494983, -90.071578900651)",3680270.08,542306.76
308 Slidell St,308 Slidell St,Accessory STR,1,2,10/31/2019 08:16:20 PM,"(29.947627254498, -90.0532214941181)",3686233.8998,528710.97958
625 S Rendon St,625 S Rendon St,Commercial STR,2,4,08/29/2020 11:59:59 PM,"(29.9642827462856, -90.0977445574736)",3672069.07,534612.77
1125 N Rampart St Apt 1,1125 N Rampart St Apt 1,Commercial STR,1,2,07/23/2020 11:59:59 PM,"(29.9643366001352, -90.0653090810267)",3682338.78,534744.55
4801 Marque Dr,4801 Marque Dr,Temporary STR,3,6,11/05/2019 11:59:59 PM,"(30.0225120282608, -89.9768941732981)",3710082.66,556219.8
237 S White,237 S White,Accessory STR,2,4,07/02/2020 11:59:59 PM,"(29.965059227555, -90.0903793143058)",3674398.04,534920.35
3665 Tchoupitoulas St,3665 Tchoupitoulas St,Commercial STR,2,4,04/14/2020 11:59:59 PM,"(29.9179817775153, -90.0919398920671)",3674089.39,517795.89
ET Al 2307 Gen Pershing St,ET Al 2307 Gen Pershing St,Accessory STR,3,6,06/10/2020 11:59:59 PM,"(29.9336314074666, -90.1013986825923)",3671031.91,523454.33
925 Common St 1113,925 Common St 1113,Commercial STR,,,04/04/2020 11:59:59 PM,"(29.9538533131749, -90.0723772066463)",3680142.78,530907.74
1002 Elysian Fields Ave,1002 Elysian Fields Ave,Commercial STR,1,2,05/09/2020 11:59:59 PM,"(29.9676190010829, -90.0570260635842)",3684948.1,535967.27
922 Peniston St,922 Peniston St,Accessory STR,2,4,04/09/2020 11:37:42 AM,"(29.9219601101055, -90.094514094498)",3673258.31,519233.73
2620 Dumaine Street,2620 Dumaine Street,Accessory STR,2,4,03/24/2020 11:59:59 PM,"(29.9714555349613, -90.0807589575382)",3677418.65,537279.46
639 N Carrollton Ave APT. B,639 N Carrollton Ave APT. B,Commercial STR,2,4,03/19/2020 09:24:59 AM,"(29.9790202809372, -90.0963680372035)",3672447.06,539976.61
2320 Louisiana Ave,2320 Louisiana Ave,Commercial STR,3,6,05/06/2020 11:59:59 PM,"(29.9350688235202, -90.0949686734276)",3673062.8,523998.98
1701 Cambronne St,1701 Cambronne St,Accessory STR,1,2,11/26/2019 11:59:59 PM,"(29.9529802920303, -90.1284275112163)",3662397.22791,530399.29683
228 Pacific Ave,228 Pacific Ave,Accessory STR,2,4,08/07/2019 08:37:16 PM,"(29.9535491840306, -90.0457094555177)",3688588.6,530891.06
1218 Barracks St,1218 Barracks St,Accessory STR,1,2,02/25/2020 11:59:59 PM,"(29.9661497853664, -90.0657006340784)",3682207.51,535402.52
245 Belleville St 1/2,245 Belleville St 1/2,Accessory STR,,,07/21/2020 11:59:59 PM,"(29.9541221969948, -90.0479844320942)",3687865.87,531091.34
2719 Ursulines Ave Apt A,2719 Ursulines Ave Apt A,Accessory STR,1,2,07/21/2020 11:59:59 PM,"(29.9747914900823, -90.0808429746372)",3677378.79,538492.25
334 Carondelet St Unit 208,334 Carondelet St Unit 208,Commercial STR,1,2,08/08/2020 11:59:59 PM,"(29.9508982340391, -90.0713372085431)",3680483.94,529836.79
909 Touro St,909 Touro St,Accessory STR,1,2,12/03/2019 11:59:59 PM,"(29.9666507372094, -90.0590370219881)",3684315.31599,535608.08692
301 St Charles Ave Apt 202 unit 202,301 St Charles Ave Apt 202 unit 202,Commercial STR,,,08/05/2020 11:59:59 PM,"(29.9514872583393, -90.070202548314)",3680840.89,530054.94
1519 Music St 1517 Music St,1519 Music St 1517 Music St,Accessory STR,1,2,10/18/2019 11:59:59 PM,"(29.9734308301151, -90.051051921617)",3686815.95202,538101.78433
3301 St Claude Ave,3301 St Claude Ave,Commercial STR,2,4,09/02/2020 11:59:59 PM,"(29.9672514597241, -90.0414206232016)",3689890.52,535888.99
123 David St,123 David St,Accessory STR,1,2,02/25/2020 11:59:59 PM,"(29.9757267130024, -90.1009176017088)",3671019.64,538763.42
1234 Touro St,1234 Touro St,Accessory STR,2,4,03/31/2020 11:59:59 PM,"(29.97019450027, -90.0595173806745)",3684148.9,536895.04
2322 Louisiana Ave,2322 Louisiana Ave,Commercial STR,3,6,05/05/2020 11:59:59 PM,"(29.9350872381484, -90.094976338353)",3673060.3,524005.65
925 Common St Unit 806,925 Common St Unit 806,Commercial STR,,,03/19/2020 11:59:59 PM,"(29.9537881786687, -90.0725794449221)",3680079,530883.35
3642 Fairmont Dr N/A,3642 Fairmont Dr N/A,Accessory STR,,,06/10/2020 11:59:59 PM,"(29.9948044086279, -90.0551815470535)",3685421.83,545859.42
941 PLEASANT ST,941 PLEASANT ST,Accessory STR,2,4,04/03/2020 11:59:59 PM,"(29.9226901232682, -90.0865821556528)",3675767.95,519526.44
3041 Burgundy St 3041 Burgundy St.,3041 Burgundy St 3041 Burgundy St.,Accessory STR,1,2,06/02/2020 11:59:59 PM,"(29.9656982092601, -90.0456297549149)",3688564.19,535309.17
1900 Burgundy St,1900 Burgundy St,Accessory STR,1,2,05/15/2020 11:59:59 PM,"(29.9662708505847, -90.0601496584436)",3683964.57,535466.03
318 St Joseph St,318 St Joseph St,Commercial STR,2,4,06/04/2020 11:59:59 PM,"(29.9429420405845, -90.066340533382)",3682098.22,526961.09
"1509 Robert C Blakes, SR Dr","1509 Robert C Blakes, SR Dr",Commercial STR,,,05/26/2020 11:59:59 PM,"(29.9396616907164, -90.077012952217)",3678731.41,525731.02
3054 Burgundy St,3054 Burgundy St,Accessory STR,1,2,10/21/2019 03:18:46 PM,"(29.9654316116764, -90.0453037415128)",3688668.50236,535213.38554
6016 Warrington Dr,6016 Warrington Dr,Temporary STR,3,6,09/05/2020 11:59:59 PM,"(30.0193774312619, -90.069990966026)",3680635.7,554743.16
1125 N Rampart St Apt 2,1125 N Rampart St Apt 2,Commercial STR,1,2,07/23/2020 11:59:59 PM,"(29.9643577653771, -90.0653423216346)",3682328.17,534752.13
5326 Magazine St,5326 Magazine St,Commercial STR,2,4,05/06/2020 12:33:58 PM,"(29.9205045869947, -90.1134782293225)",3667256.84,518640
711 S Peters St Apt 205,711 S Peters St Apt 205,Choose a License Type,2,4,08/13/2020 11:59:59 PM,"(29.9458725480793, -90.0660717700908)",3682171.55,528027.67
3320 De Soto St,3320 De Soto St,Accessory STR,2,4,07/22/2020 11:59:59 PM,"(29.979315711075, -90.0867667996445)",3675485.45,540116.98
1210 Brooklyn Ave,1210 Brooklyn Ave,Accessory STR,1,2,06/19/2020 11:59:59 PM,"(29.9429774825809, -90.0529433680623)",3686340.87,527021.14
2227 Conti St,2227 Conti St,Accessory STR,2,4,08/20/2020 11:59:59 PM,"(29.9651631987084, -90.0806282745418)",3677485.04,534991.78
1037 Desire St,1037 Desire St,Accessory STR,1,2,03/10/2020 11:59:59 PM,"(29.9662605934452, -90.0405398875159)",3690173.44,535531.82
1627 St Charles Ave Apt A,1627 St Charles Ave Apt A,Commercial STR,2,4,05/23/2020 11:59:59 PM,"(29.9379913243819, -90.0766858693775)",3678841.66,525124.75
1343 Sere St Apt A,1343 Sere St Apt A,Temporary STR,2,4,05/22/2020 11:59:59 PM,"(29.9938392648832, -90.0794189441073)",3677753.83,545423.69
11 Marlborough Gate Pl Unit F,11 Marlborough Gate Pl Unit F,Commercial STR,3,6,01/23/2020 04:44:21 PM,"(29.9346384605113, -90.1080688813033)",3668915.38,523797.88
4422 S Miro St,4422 S Miro St,Accessory STR,2,4,03/06/2020 11:59:59 PM,"(29.9454640008538, -90.1049138896844)",3669872.43,527745.15
925 Common St 1110,925 Common St 1110,Commercial STR,1,2,01/24/2020 11:59:59 PM,"(29.953918108643, -90.0725987721599)",3680072.36,530930.53
300 Baronne,300 Baronne,Commercial STR,1,2,05/06/2020 11:59:59 PM,"(29.9522756680947, -90.072291132031)",3680176.35,530334.35
1201 Baronne St Unit 5,1201 Baronne St Unit 5,Commercial STR,,,08/12/2019 07:37:52 PM,"(29.9426828362743, -90.0765605126641)",3678862.65,526831.19
1418 Royal St 1418 Royal St.,1418 Royal St 1418 Royal St.,Accessory STR,3,6,04/16/2020 11:59:59 PM,"(29.9637806869782, -90.0594603354036)",3684192.89,534562.94
7504 Hampson St,7504 Hampson St,Accessory STR,1,2,06/30/2020 11:59:59 PM,"(29.9400249579041, -90.1289046646929)",3662295.65,525686.65
8025 St Charles Ave,8025 St Charles Ave,Commercial STR,1,2,04/27/2020 11:59:59 PM,"(29.9429078092634, -90.1336257299194)",3660789.49,526719.28
811 Burdette Street,811 Burdette Street,Commercial STR,3,6,10/24/2019 11:59:59 PM,"(29.9425610596258, -90.1299824205203)",3661944.63453,526605.28746
411 Toledano St,411 Toledano St,Commercial STR,2,4,08/18/2020 11:59:59 PM,"(29.9188252980209, -90.0854079675641)",3676155.19,518125.1
3140 Derby Pl,3140 Derby Pl,Accessory STR,2,4,01/14/2020 11:59:59 PM,"(29.9868115291337, -90.0784612067332)",3678084.9723,542871.44961
4802 Magazine St Apt 5,4802 Magazine St Apt 5,Commercial STR,,,10/23/2019 06:34:44 AM,"(29.9200983308405, -90.1062637086741)",3669543.7378,518516.67167
1372 Annette St,1372 Annette St,Accessory STR,2,4,06/06/2020 11:59:59 PM,"(29.9709235223797, -90.0630537875392)",3683026.31,537147.71
2303 St Bernard Ave,2303 St Bernard Ave,Commercial STR,3,6,03/07/2020 11:59:59 PM,"(29.9801363046974, -90.0696114649617)",3680913.17,540474.87
7835 Maple St,7835 Maple St,Commercial STR,,,06/13/2020 11:59:59 PM,"(29.9643791890407, -90.0726814731973)",3680004.32,534734.28
913 Bartholomew St,913 Bartholomew St,Commercial STR,3,6,05/15/2020 11:59:59 PM,"(29.9637209588184, -90.0358641604058)",3691664.32,534625.05
334 Carondelet St Unit 203,334 Carondelet St Unit 203,Commercial STR,2,4,02/13/2020 11:59:59 PM,"(29.9509790713731, -90.0713903753704)",3680466.78,529866
1723 Jay St,1723 Jay St,Accessory STR,2,4,05/07/2020 11:59:59 PM,"(30.0267805311003, -90.0750767989927)",3678996.72,557417.52
2515 D'Abadie,2515 D'Abadie,Accessory STR,2,4,04/07/2020 11:59:59 PM,"(29.980273095101, -90.0728154148675)",3679898.33,540513.44
709 Jackson Ave Apt 101,709 Jackson Ave Apt 101,Commercial STR,,,05/16/2020 11:59:59 PM,"(29.9268505822771, -90.0740271984386)",3679728.21,521082.82
703 Carondelet Apt 502,703 Carondelet Apt 502,Commercial STR,2,4,02/06/2020 10:57:36 AM,"(29.9475816954102, -90.0726725437557)",3680074.35,528626.12
3919 Toulouse St,3919 Toulouse St,Commercial STR,2,4,05/29/2020 11:59:59 PM,"(29.9774086663174, -90.0954420193515)",3672746.55,539393.73
822 Mandeville St,822 Mandeville St,Accessory STR,1,2,05/27/2020 11:59:59 PM,"(29.9662647942814, -90.054304103943)",3685815.41,535484.44
822 Howard Ave 402,822 Howard Ave 402,Commercial STR,2,4,07/30/2020 11:59:59 PM,"(29.9441115785284, -90.0743723854447)",3679549.91,527358.34
1835 Fourth St,1835 Fourth St,Accessory STR,1,2,07/08/2020 11:59:59 PM,"(29.9338504520823, -90.0868286580996)",3675645.72,523583.89
1515 Calliope St Apt 101,1515 Calliope St Apt 101,Commercial STR,3,6,04/30/2020 08:20:37 AM,"(29.9419399835325, -90.0722242322245)",3680238.9,526576.15
1626 Touro St,1626 Touro St,Accessory STR,2,4,03/07/2020 11:59:59 PM,"(29.9740903076367, -90.059827497)",3684034.97,538310.61
2543 Orleans Ave,2543 Orleans Ave,Accessory STR,1,2,08/11/2020 11:59:59 PM,"(29.9697717611583, -90.0810206784571)",3677342.48,536666.27
1306 Dante St,1306 Dante St,Accessory STR,2,4,08/05/2020 11:59:59 PM,"(29.9497131482698, -90.1307320921085)",3661679.92,529203.57
4676 Spain St,4676 Spain St,Accessory STR,2,4,01/03/2020 11:59:59 PM,"(30.0064646747539, -90.0564753015422)",3684965.07,550094.98
6126 Baccich St,6126 Baccich St,Accessory STR,2,4,11/13/2019 11:59:59 PM,"(30.0222130088684, -90.0487314407731)",3687351.73468,555849.08764
900 Bartholomew St Unit 309,900 Bartholomew St Unit 309,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636817598292, -90.0362061130832)",3691556.21,534609.57
1115 Margaret Pl 101,1115 Margaret Pl 101,Commercial STR,2,4,06/13/2020 11:59:59 PM,"(29.9411140073493, -90.072254373404)",3680232.66,526275.69
2163 Sumpter St  Apt. A,2163 Sumpter St  Apt. A,Temporary STR,2,4,06/05/2020 11:59:59 PM,"(30.0051272005873, -90.0604459348106)",3683713.8,549594.64
616 S Lopez St,616 S Lopez St,Commercial STR,3,6,02/21/2020 11:59:59 PM,"(29.9637090572386, -90.0961243930707)",3672584.31,534409.69
2854 Law St,2854 Law St,Accessory STR,1,2,06/05/2020 11:59:59 PM,"(29.9843489749389, -90.0462201677508)",3688301.07,542089.18
925 Common St 1406,925 Common St 1406,Commercial STR,1,2,01/24/2020 11:59:59 PM,"(29.9538728513145, -90.0728177176086)",3680003.21,530913.31
441 S Bernadotte St,441 S Bernadotte St,Accessory STR,2,4,01/02/2020 11:59:59 PM,"(29.9760467129738, -90.1109269857617)",3667849.52,538845.84
2808 Fourth St,2808 Fourth St,Accessory STR,1,2,01/28/2020 11:59:59 PM,"(29.9413809340662, -90.0927349308783)",3673745.41838,526301.94899
1041 Tchoupitoulas St,1041 Tchoupitoulas St,Commercial STR,2,4,08/03/2019 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3681786.51,526218.84
623 France St,623 France St,Accessory STR,1,2,04/29/2020 11:59:59 PM,"(29.9606126452051, -90.0348340163269)",3692003.3,533498.45
1712 Oretha Castle Haley Blvd Apt 307 Unit 307,1712 Oretha Castle Haley Blvd Apt 307 Unit 307,Commercial STR,1,2,08/20/2020 11:59:59 PM,"(29.9393228439777, -90.0802982473713)",3677692.29,525596.41
1718 Urquhart St,1718 Urquhart St,Accessory STR,1,2,04/09/2020 11:59:59 PM,"(29.9699581225915, -90.062294588893)",3683270.57,536799.32
337 Morgan St #B,337 Morgan St #B,Commercial STR,1,2,04/10/2020 10:08:07 AM,"(29.9545423721126, -90.0528642844165)",3686318.92,531226.83
816 Nashville Ave Unit P,816 Nashville Ave Unit P,Commercial STR,1,2,06/18/2020 11:59:59 PM,"(29.9220433305042, -90.1192130913742)",3665434.3,519180.25
4810 St Charles Ave,4810 St Charles Ave,Accessory STR,2,4,03/31/2020 11:59:59 PM,"(29.925841738534, -90.10704666956)",3669273.37,520602.53
1621 Governor Nicholls St,1621 Governor Nicholls St,Commercial STR,2,4,02/20/2020 11:59:59 PM,"(29.967996139174, -90.0691378851981)",3681111.8,536061.9
3721 Bienville Ave,3721 Bienville Ave,Commercial STR,4,8,06/11/2020 11:59:59 PM,"(29.9740286921193, -90.0954800434423)",3672747.79,538164.51
925 Common St Unit 1108,925 Common St Unit 1108,Commercial STR,1,2,03/13/2020 08:55:36 AM,"(29.9538143589483, -90.0729985870281)",3679946.17,530891.41
3312 Pauger St,3312 Pauger St,Accessory STR,2,4,05/14/2020 11:59:59 PM,"(29.9839122511371, -90.0617701859438)",3683380.29,541875.41
1425 Thalia St,1425 Thalia St,Commercial STR,1,2,02/10/2020 11:59:59 PM,"(29.9389258370857, -90.073239377395)",3679929.46,525476.56
11 Marlborough Gate Pl Unit G,11 Marlborough Gate Pl Unit G,Commercial STR,2,4,01/24/2020 11:59:59 PM,"(29.9346384605113, -90.1080688813033)",3668915.38,523797.88
421 Virginia St,421 Virginia St,Temporary STR,1,2,07/18/2020 11:59:59 PM,"(29.984193953351, -90.1081790543038)",3668687.81,541817.79
1610 Frenchmen St D,1610 Frenchmen St D,Commercial STR,3,6,08/06/2020 11:59:59 PM,"(29.973785486746, -90.0586899949477)",3684396.33,538203.77
3043 St Philip St,3043 St Philip St,Accessory STR,2,4,11/06/2019 12:37:03 PM,"(29.9759397610805, -90.0848318760012)",3676111.3819,538896.0235
1022 Race St,1022 Race St,Commercial STR,2,4,12/28/2019 11:59:59 PM,"(29.9341886927816, -90.0719444097983)",3680358.54779,523758.47596
502 Frenchmen St Apt A,502 Frenchmen St Apt A,Commercial STR,3,6,10/29/2019 11:59:59 PM,"(29.9626195750857, -90.0578592639886)",3684704.53276,534146.35629
5105 Conti St Apt B,5105 Conti St Apt B,Commercial STR,1,2,06/03/2020 02:24:01 PM,"(29.9834934974284, -90.1076345028954)",3668862.92,541564.92
