Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
4109 Annunciation St,4109 Annunciation St,Accessory STR,3,6,08/14/2019 11:59:59 PM,"(29.9182775362453, -90.0980209858564)",3672161.9,517882.62
1608 Mazant St,1608 Mazant St,Accessory STR,1,2,03/12/2020 11:59:59 PM,"(29.9707477125815, -90.0329310577935)",3692564.02,537190.76
532 s.miro,532 s.miro,Commercial STR,2,4,09/03/2020 11:59:59 PM,"(29.9639802922939, -90.0966104687005)",3672429.34,534506.66
2130 N Rampart St,2130 N Rampart St,Commercial STR,4,8,03/07/2020 11:59:59 PM,"(29.9674379598574, -90.0572775145303)",3684869.22,535900.55
4409 Jeanne Marie Pl,4409 Jeanne Marie Pl,Accessory STR,2,4,12/15/2019 11:59:59 PM,"(30.0026561987563, -90.0766100824328)",3678607.76142,548639.61512
1727 Valence St,1727 Valence St,Accessory STR,3,6,01/21/2020 11:59:59 PM,"(29.9278923837774, -90.1054340969253)",3669776.16,521353.69
108 Royal St 5th/4th Floor (1 Unit),108 Royal St 5th/4th Floor (1 Unit),Commercial STR,3,6,04/23/2020 11:59:59 PM,"(29.9534637492722, -90.0686378971261)",3681328.43,530779.13
1731 Louisiana Ave Apt B,1731 Louisiana Ave Apt B,Commercial STR,1,2,08/01/2020 11:59:59 PM,"(29.9300235241455, -90.0919732964787)",3674031.37,522174.59
811 Opelousas Ave,811 Opelousas Ave,Commercial STR,2,4,04/02/2020 11:59:59 PM,"(29.9484816266163, -90.0478425153746)",3687933.82,529040.73
1661 N Claiborne Ave,1661 N Claiborne Ave,Commercial STR,5,10,04/28/2020 11:59:59 PM,"(29.9734581375657, -90.0640232298427)",3682709.17,538065.99
300 N Cortez St Unit B,300 N Cortez St Unit B,Commercial STR,4,8,06/13/2020 11:59:59 PM,"(29.9741235039162, -90.0950670481823)",3672878.17,538200.4
6321 Patton St,6321 Patton St,Accessory STR,2,4,07/17/2020 11:59:59 PM,"(29.9223578221359, -90.1266968756763)",3663062.52,519269.57
611 Julia St Unit B,611 Julia St Unit B,Commercial STR,3,6,06/19/2020 11:59:59 PM,"(29.9458568028018, -90.0708645011508)",3680653.83,528005.19
2314 Iberville St,2314 Iberville St,Commercial STR,4,8,06/27/2020 11:59:59 PM,"(29.9637972314637, -90.0827310280243)",3676824.68,534487.79
628 Baronne St Apt 301,628 Baronne St Apt 301,Commercial STR,2,4,04/01/2020 11:59:59 PM,"(29.9482267864714, -90.0734014224288)",3679840.95,528858.16
3719 Banks St,3719 Banks St,Accessory STR,2,4,04/09/2020 11:59:59 PM,"(29.9698264688615, -90.0993627095437)",3671535.01,536623.16
803 St Ferdinand St,803 St Ferdinand St,Accessory STR,2,4,12/04/2019 11:59:59 PM,"(29.9654759993374, -90.0491081891055)",3687463.75094,535216.00602
1506 Erato St,1506 Erato St,Commercial STR,1,2,02/10/2020 11:59:59 PM,"(29.9397835033044, -90.0734629308321)",3679855.23,525787.66
2312 Jackson Ave,2312 Jackson Ave,Accessory STR,1,2,08/01/2020 11:59:59 PM,"(29.9407989282834, -90.0865501716258)",3675706.43,526111.57
2018 Brutus St,2018 Brutus St,Temporary STR,3,6,12/07/2019 11:59:59 PM,"(30.0065488191027, -90.0639718795806)",3682592.1252,550099.21685
2419 Memorial Park Dr,2419 Memorial Park Dr,Accessory STR,3,6,07/30/2020 11:59:59 PM,"(29.9273840987772, -90.0340440015554)",3692390.46,521418.22
3000 Baudin St,3000 Baudin St,Commercial STR,4,8,05/08/2020 11:59:59 PM,"(29.9641074649883, -90.0938701520621)",3673296.5,534562.28
900 Bartholomew St Unit 515,900 Bartholomew St Unit 515,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9636522701214, -90.0363139415298)",3691522.19,534598.46
900 Bartholomew St Unit 219,900 Bartholomew St Unit 219,Commercial STR,2,4,06/03/2020 11:59:59 PM,"(29.9637728370551, -90.0364374110385)",3691482.6,534641.86
1028 Seventh St,1028 Seventh St,Accessory STR,2,4,06/06/2020 11:59:59 PM,"(29.9244872428095, -90.0845432769057)",3676406.66,520186.97
414 N Dupre St,414 N Dupre St,Commercial STR,1,2,12/27/2019 11:59:59 PM,"(29.9696800667147, -90.087231059429)",3675376.58,536611.49
900 Bartholomew St Unit 507,900 Bartholomew St Unit 507,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.963618532429, -90.0361860903944)",3691562.81,534586.65
2424 Constance St,2424 Constance St,Accessory STR,,,06/17/2020 11:59:59 PM,"(29.9267967374123, -90.0790759738086)",3678129.25,521045.7
4431 Canal St Apt B,4431 Canal St Apt B,Commercial STR,5,10,05/02/2020 12:39:36 AM,"(29.9775142148673, -90.1044455289087)",3669895.76,539401.43
309 Lowerline St Apt A,309 Lowerline St Apt A,Accessory STR,1,2,04/25/2020 11:59:59 PM,"(29.9338203911133, -90.1316061159485)",3661463.75,523421.45
900 Bartholomew St Unit 506,900 Bartholomew St Unit 506,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.963613570093, -90.0361653102004)",3691569.41,534584.92
2120 Baronne St,2120 Baronne St,Temporary STR,4,8,10/24/2019 11:59:59 PM,"(29.9365175656812, -90.0818852536768)",3677200.81749,524570.81561
532 s.miro,532 s.miro,Commercial STR,,,09/03/2020 11:59:59 PM,"(29.9639519543433, -90.0966237057566)",3672425.26,534496.31
1905 Frenchmen St,1905 Frenchmen St,Accessory STR,3,6,05/08/2020 11:59:59 PM,"(29.9767617933102, -90.0587032943927)",3684380.08,539286.02
108 Royal St 5th/4th Floor (1 Unit),108 Royal St 5th/4th Floor (1 Unit),Commercial STR,3,6,04/04/2020 12:00:00 AM,"(29.9534637415659, -90.0686378964659)",3681328.43024,530779.1272
2529 Marengo St,2529 Marengo St,Accessory STR,2,4,05/14/2020 11:59:59 PM,"(29.9362238388348, -90.0993604988315)",3671667.3,524403.98
4910 Tchoupitoulas St,4910 Tchoupitoulas St,Accessory STR,2,4,12/18/2019 11:59:59 PM,"(29.9164492239467, -90.1085396426891)",3668836.98,517182.01
1429 N Claiborne Ave Apt G,1429 N Claiborne Ave Apt G,Commercial STR,1,2,04/12/2020 12:00:00 AM,"(29.9702825175162, -90.0686035541653)",3681271.8,536895.18
647 S Pierce St,647 S Pierce St,Commercial STR,4,8,03/20/2020 12:34:50 PM,"(29.9686007269998, -90.1042064109166)",3670006.23,536160.95
1133 Governor Nicholls St,1133 Governor Nicholls St,Accessory STR,1,2,08/07/2020 11:16:51 AM,"(29.9651515286713, -90.0654313419112)",3682296.79,535040.46
838 Camp St Apt C,838 Camp St Apt C,Commercial STR,4,8,05/31/2020 11:59:59 PM,"(29.9447122432188, -90.0704966808214)",3680774.9,527590.27
900 Bartholomew St Unit 411,900 Bartholomew St Unit 411,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636717965218, -90.036261070554)",3691538.85,534605.75
3105 St Claude Ave,3105 St Claude Ave,Commercial STR,3,6,04/29/2020 11:59:59 PM,"(29.9679516280198, -90.0438872245827)",3689106.69,536134.8
1905 Burgundy St,1905 Burgundy St,Accessory STR,2,4,06/28/2020 11:59:59 PM,"(29.9664640015307, -90.0600379138815)",3683999.17,535536.66
502 N Solomon St,502 N Solomon St,Accessory STR,1,2,02/17/2020 11:59:59 PM,"(29.9788266040286, -90.0991103089911)",3671579.67,539896.82
8512 Freret St Unit A,8512 Freret St Unit A,Commercial STR,1,2,11/27/2019 09:54:00 AM,"(29.948804546789, -90.1350201586815)",3660325.45565,528858.94081
2426 Dauphine St.,2426 Dauphine St.,Accessory STR,3,6,05/16/2020 11:59:59 PM,"(29.9656865933755, -90.0534286313736)",3686094.95,535277.28
4508 Duplessis St,4508 Duplessis St,Accessory STR,1,2,07/06/2020 11:59:59 PM,"(30.0038819586698, -90.0780715102611)",3678140.33,549080.28
729 State St,729 State St,Accessory STR,1,2,08/18/2020 11:59:59 PM,"(29.9218090828156, -90.1214672818929)",3664721.16,519087.51
900 Bartholomew St Unit 311,900 Bartholomew St Unit 311,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636917007761, -90.0362465363089)",3691543.37,534613.04
1136 St Bernard Ave,1136 St Bernard Ave,Commercial STR,3,6,12/28/2019 11:59:59 PM,"(29.9677989931452, -90.0629033620642)",3683086.53279,536012.04234
20720 Pesaro Way,20720 Pesaro Way,Commercial STR,1,2,08/20/2020 11:59:59 PM,"(29.9654727547603, -90.0733452133017)",3679789.79,535129.63
733A Ashland Street,733A Ashland Street,Commercial STR,3,6,03/14/2020 11:59:59 PM,"(29.9721493499041, -90.0934229570652)",3673406.45,537488.15
3723 annunciation st,3723 annunciation st,Accessory STR,,,05/06/2020 11:59:59 PM,"(29.9188113029334, -90.0931104285762)",3673715.33,518093.52
717 Kerlerec St,717 Kerlerec St,Accessory STR,1,2,06/17/2020 11:59:59 PM,"(29.9643833717497, -90.0595820676966)",3684151.91,534781.67
2623 Short St,2623 Short St,Accessory STR,2,4,12/21/2019 11:59:59 PM,"(29.9571034997742, -90.1173559987071)",3665887.26,531935.69
1128 Elysian Fields Ave,1128 Elysian Fields Ave,Commercial STR,2,4,08/29/2020 11:59:59 PM,"(29.9691665201765, -90.0572034170497)",3684885.68,536529.38
5725 Wilton Dr,5725 Wilton Dr,Temporary STR,3,6,04/14/2020 11:59:59 PM,"(30.0174128919402, -90.0661260420883)",3681866.66,554042.28
2702 Chartres St Apartment A,2702 Chartres St Apartment A,Commercial STR,1,2,06/26/2020 11:59:59 PM,"(29.9633921224136, -90.0507075218287)",3686965.85,534452.56
621 Celeste St J,621 Celeste St J,Commercial STR,1,2,02/26/2020 12:58:52 PM,"(29.9284263802576, -90.0682137597025)",3681563.26,521676.12
3011 St Philip St,3011 St Philip St,Accessory STR,2,4,10/22/2019 11:59:59 PM,"(29.975522031501, -90.0842208236238)",3676306.49057,538746.22932
455 Hyde St,455 Hyde St,Commercial STR,3,6,05/21/2020 11:59:59 PM,"(29.9420591670823, -90.0752832573771)",3679269.64,526608.84
8312 S Claiborne Ave,8312 S Claiborne Ave,Accessory STR,3,6,01/29/2020 11:59:59 PM,"(29.9573851069737, -90.1227942320741)",3664164.16,532019.86
800 St Charles Ave unit 301,800 St Charles Ave unit 301,Commercial STR,2,4,05/05/2020 11:59:59 PM,"(29.9457478440502, -90.0715922799887)",3680423.79,527963.03
339 Carondelet St Apt 2F,339 Carondelet St Apt 2F,Commercial STR,1,2,04/03/2020 10:59:48 AM,"(29.9510614930423, -90.0716001531619)",3680400.02,529895.24
842 Camp St Unit 7,842 Camp St Unit 7,Commercial STR,5,10,07/09/2020 11:59:59 PM,"(29.9446077055515, -90.07035237165)",3680821.02,527552.76
2334 Joliet St Unit A,2334 Joliet St Unit A,Temporary STR,2,4,12/09/2019 11:59:59 PM,"(29.9583446659503, -90.1245297092836)",3663610.94096,532362.9915
301 St Charles Ave Apt 201 unit 201,301 St Charles Ave Apt 201 unit 201,Commercial STR,2,4,08/05/2020 11:59:59 PM,"(29.9514757547853, -90.0701730097226)",3680850.29,530050.86
4712 Venus St,4712 Venus St,Temporary STR,2,4,06/25/2020 11:59:59 PM,"(30.0071589900099, -90.0518364945878)",3686430.39,550363.85
1034 Frenchmen Street #,1034 Frenchmen Street #,Commercial STR,1,2,07/08/2020 03:26:19 PM,"(29.968242793958, -90.0582187603613)",3684567.95,536189.9
200 S Murat St,200 S Murat St,Accessory STR,3,6,11/25/2019 11:59:59 PM,"(29.9764482269867, -90.1058509810326)",3669454.96737,539009.02574
8120 Jeannette St,8120 Jeannette St,Commercial STR,1,2,12/05/2019 11:59:59 PM,"(29.9497416414739, -90.1280336702859)",3662534.33107,529222.90976
2226 N Rampart St,2226 N Rampart St,Accessory STR,1,2,05/14/2020 11:59:59 PM,"(29.9673618571184, -90.055873346521)",3685314.11,535877.83
1727 Clio St,1727 Clio St,Commercial STR,4,8,07/25/2020 11:59:59 PM,"(29.9424808952421, -90.0756617165522)",3679148.1,526760.88
952 N Carrollton Ave,952 N Carrollton Ave,Accessory STR,1,2,06/12/2020 11:59:59 PM,"(29.9812592227535, -90.0930153838117)",3673499.63,540802.25
2738 Cleveland Ave,2738 Cleveland Ave,Accessory STR,2,4,06/04/2020 11:59:59 PM,"(29.9651547005392, -90.0891796364734)",3674777.51,534959.19
1011 N Villere St,1011 N Villere St,Commercial STR,2,4,03/31/2020 11:59:59 PM,"(29.9655565812098, -90.0694428781474)",3681025.02,535173.72
1502 Erato St,1502 Erato St,Commercial STR,1,2,02/10/2020 11:59:59 PM,"(29.9396813287375, -90.0734243412519)",3679867.86,525750.64
232 Leboeuf St,232 Leboeuf St,Accessory STR,1,2,05/29/2020 11:43:44 AM,"(29.9534711568092, -90.0414075756051)",3689951.15,530878.02
925 Common St Suite 602,925 Common St Suite 602,Commercial STR,2,4,06/24/2020 09:25:46 AM,"(29.9536175415041, -90.0725048308976)",3680103.31,530821.56
334 Carondelet St Unit 206,334 Carondelet St Unit 206,Commercial STR,1,2,08/05/2020 11:59:59 PM,"(29.9509791541659, -90.0713904059021)",3680466.77,529866.03
532 S Miro St,532 S Miro St,Commercial STR,3,6,06/03/2020 06:27:42 PM,"(29.9589050150484, -90.0863462179177)",3675699.37,532696.32
1610 Frenchmen St D,1610 Frenchmen St D,Commercial STR,3,6,09/06/2019 11:59:59 PM,"(29.973785486746, -90.0586899949477)",3684396.33,538203.77
2524 Danneel St,2524 Danneel St,Accessory STR,2,4,08/18/2020 11:59:59 PM,"(29.9352620889026, -90.0864956994926)",3675745.59,524098.36
401 Girod St Unit 5,401 Girod St Unit 5,Commercial STR,1,2,06/12/2020 11:59:59 PM,"(29.9467591132178, -90.0677109389859)",3681648.89,528344.32
621 Celeste St H,621 Celeste St H,Commercial STR,2,4,02/26/2020 02:28:09 PM,"(29.9283645541652, -90.0682302976396)",3681558.27,521653.58
2363 N Villere St,2363 N Villere St,Accessory STR,2,4,07/24/2020 11:59:59 PM,"(29.9719246492875, -90.0529842302458)",3686210.31,537547.24
2715 Carondelet St.,2715 Carondelet St.,Commercial STR,2,4,05/16/2020 11:59:59 PM,"(29.9350735188892, -90.1066357165367)",3669367.6,523960.94
2628 N Rampart St n/a,2628 N Rampart St n/a,Accessory STR,3,6,04/30/2020 06:07:51 PM,"(29.9674987968036, -90.0498099461961)",3687233.32,535949.08
136 S Cortez St,136 S Cortez St,Accessory STR,1,2,10/17/2019 11:59:59 PM,"(29.9716371861011, -90.0982629824713)",3671876.09659,537285.35815
8421-8423 Green St,8421-8423 Green St,Accessory STR,,,02/12/2020 11:59:59 PM,"(29.9534068570483, -90.128926865946)",3662237.47,530552.75
2307 St Charles Ave,2307 St Charles Ave,Accessory STR,1,2,04/22/2020 11:59:59 PM,"(29.9332012140424, -90.0824229706595)",3677043.68,523363.01
1121 Terpsichore St,1121 Terpsichore St,Accessory STR,1,2,08/08/2020 11:59:59 PM,"(29.9365262603638, -90.0724119303347)",3680201.12,524606.87
2204 First St,2204 First St,Accessory STR,2,4,08/27/2020 11:59:59 PM,"(29.937836182982, -90.0865957423471)",3675703.72,525034.05
2610 Carondelet St,2610 Carondelet St,Accessory STR,,,06/20/2020 11:59:59 PM,"(29.9325063667378, -90.0852947423761)",3676136.87,523100.42
4705 Freret,4705 Freret,Commercial STR,2,4,05/24/2020 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3669358.07,523959.82
5101 Pauline Dr,5101 Pauline Dr,Accessory STR,1,2,03/25/2020 11:59:59 PM,"(30.0138267043529, -90.0322070895805)",3692615.35,552858.5
1338 Arts St,1338 Arts St,Commercial STR,3,6,02/03/2020 11:59:59 PM,"(29.9718527347324, -90.0502083494772)",3687089.45,537530.92
2221 Feather Rock Rd,2221 Feather Rock Rd,Commercial STR,3,6,05/29/2020 11:59:59 PM,"(29.9352792486396, -90.1095060481391)",3668457.71,524026.03
1742 Clio St Apt B,1742 Clio St Apt B,Commercial STR,1,2,04/12/2020 11:59:59 PM,"(29.9424558417676, -90.0761076023206)",3679006.99,526750.22
339 Carondelet Street #Apt 3B,339 Carondelet Street #Apt 3B,Commercial STR,1,2,12/12/2019 11:59:59 PM,"(29.9510767006099, -90.071625909561)",3680391.80288,529900.68022
2939 N Rampart St,2939 N Rampart St,Accessory STR,1,2,07/30/2020 11:59:59 PM,"(29.9669069397526, -90.0464840377618)",3688288.77,535745.67
2019 St Charles Ave Apt 2,2019 St Charles Ave Apt 2,Commercial STR,2,4,03/27/2020 11:59:59 PM,"(29.935204770487, -90.0793598298052)",3678005.88,524102.18
3741 Bienville Ave,3741 Bienville Ave,Commercial STR,4,8,06/11/2020 11:59:59 PM,"(29.9742285916759, -90.0957991408596)",3672645.98,538236.11
1004 Pleasant St,1004 Pleasant St,Accessory STR,3,6,04/17/2020 11:59:59 PM,"(29.9228190693581, -90.0869331168859)",3675656.27,519572.12
5172 Wildair Dr,5172 Wildair Dr,Temporary STR,,,04/16/2020 11:59:59 PM,"(30.0108747260944, -90.0672184517319)",3681547.23,551660.92
1834 Moss St,1834 Moss St,Accessory STR,2,4,07/02/2020 11:59:59 PM,"(29.9881337227985, -90.0873049297477)",3675280.22,543321.7
2628 General Pershing St,2628 General Pershing St,Commercial STR,1,2,03/25/2020 11:59:59 PM,"(29.9369561425953, -90.1019940520705)",3670830.35,524661.3
300 Baronne Street #Apt C,300 Baronne Street #Apt C,Commercial STR,1,2,12/12/2019 11:59:59 PM,"(29.9522330466585, -90.0722398492383)",3680192.76,530319.03
4641 Alba Rd,4641 Alba Rd,Temporary STR,,,05/02/2020 11:59:59 PM,"(30.0693394891562, -89.8123071348681)",3761937.8,573901.71
1132 Elysian Fields Ave,1132 Elysian Fields Ave,Commercial STR,3,6,05/23/2020 11:59:59 PM,"(29.9692484268971, -90.0571649415882)",3684897.53,536559.3
334 Carondelet St Apt 205,334 Carondelet St Apt 205,Commercial STR,1,2,08/05/2020 11:59:59 PM,"(29.9509604512216, -90.0713155480901)",3680490.55,529859.49
840 Bartholomew St,840 Bartholomew St,Commercial STR,3,6,12/17/2019 11:59:59 PM,"(29.9632231619817, -90.0362182768125)",3691554.24643,534442.76365
7328 Alabama St,7328 Alabama St,Accessory STR,3,6,09/03/2020 11:59:59 PM,"(30.0270913816772, -90.024137469705)",3695114.01,557711.14
2229 Dauphine St,2229 Dauphine St,Accessory STR,3,6,09/20/2019 11:59:59 PM,"(29.9657288195215, -90.0556629070774)",3685387.36,535284.74
1125 N Rampart St Apt 1,1125 N Rampart St Apt 1,Commercial STR,1,2,07/23/2019 11:59:59 PM,"(29.9643366001352, -90.0653090810267)",3682338.78,534744.55
3686 Louisiana Avenue Prkwy,3686 Louisiana Avenue Prkwy,Accessory STR,3,6,07/16/2019 11:59:59 PM,"(29.9473259238338, -90.1002293031883)",3671348.69,528438.15
900 Bartholomew St Unit 416,900 Bartholomew St Unit 416,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636820508735, -90.0363332937031)",3691515.94,534609.22
4618 Dryades St Unit B,4618 Dryades St Unit B,Commercial STR,4,8,09/05/2020 11:59:59 PM,"(29.9290813721318, -90.1053398134805)",3669801.39,521786.37
826 Foucher St,826 Foucher St,Accessory STR,3,6,07/22/2020 11:59:59 PM,"(29.9197926935441, -90.0910614118702)",3674360.53,518457.42
4510 Elba St,4510 Elba St,Accessory STR,3,6,05/09/2020 11:59:59 PM,"(29.9532680340757, -90.106284898544)",3669407.86,530578.34
900 Napoleon Ave,900 Napoleon Ave,Commercial STR,,,07/30/2020 11:59:59 PM,"(29.9209095714411, -90.1022487999013)",3670812.36,518825.31
120 S Scott St,120 S Scott St,Accessory STR,2,4,12/03/2019 11:59:59 PM,"(29.9725238067328, -90.0988983804946)",3671671.45396,537605.60001
803 Olga St,803 Olga St,Accessory STR,2,4,10/29/2019 02:38:45 PM,"(29.9786106895977, -90.0937515596917)",3673276.99572,539836.61806
1521 N Broad St,1521 N Broad St,Commercial STR,3,6,04/24/2020 11:59:59 PM,"(29.9782573108758, -90.0766008938946)",3678707.98,539767.26
925 Common St 1114,925 Common St 1114,Commercial STR,,,04/04/2020 11:59:59 PM,"(29.9538888422119, -90.0723598940948)",3680148.12,530920.72
3704 Dryades St,3704 Dryades St,Accessory STR,2,4,10/12/2019 11:59:59 PM,"(29.9299588022046, -90.0957836505173)",3672824.75,522138
4618 S Robertson St,4618 S Robertson St,Accessory STR,2,4,08/08/2020 11:59:59 PM,"(29.9359141474256, -90.1059351148827)",3669586.22,524269
1815 Caffin Ave,1815 Caffin Ave,Accessory STR,3,6,11/11/2019 11:59:59 PM,"(29.9686130264872, -90.0130991455063)",3698851.82736,536486.31386
1812 St Philip St,1812 St Philip St,Accessory STR,,,07/07/2020 11:59:59 PM,"(29.9672041773549, -90.0725757869908)",3680026.48,535761.92
4501 Canal St,4501 Canal St,Accessory STR,3,6,07/18/2020 11:59:59 PM,"(29.97793461423, -90.104829567814)",3669772.54,539553
1742 Clio St Apt C,1742 Clio St Apt C,Commercial STR,2,4,04/12/2020 11:59:59 PM,"(29.9424281133525, -90.0761268657181)",3679001,526740.07
900 Bartholomew St Unit 504,900 Bartholomew St Unit 504,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636045531067, -90.0361237695996)",3691582.6,534581.79
8338 Oak St,8338 Oak St,Commercial STR,2,4,05/23/2020 11:59:59 PM,"(29.9492553009532, -90.1323064082106)",3661183.12,529031.85
1722 Pauger St,1722 Pauger St,Commercial STR,2,4,05/09/2020 11:59:59 PM,"(29.9678056266332, -90.0606874692877)",3683788.09,536022.24
318 Walnut St,318 Walnut St,Accessory STR,1,2,06/04/2020 11:59:59 PM,"(29.9301713541854, -90.1303700597683)",3661869.17,522098.63
6084 St Anthony Ave,6084 St Anthony Ave,Temporary STR,2,4,06/18/2020 11:59:59 PM,"(30.0209684866038, -90.0660366774751)",3681880.64,555335.55
339 Carondelet St Apt 3E,339 Carondelet St Apt 3E,Commercial STR,1,2,05/06/2020 11:59:59 PM,"(29.9510981891023, -90.0717016887561)",3680367.72,529908.23
2743 Frankfort St,2743 Frankfort St,Temporary STR,,,06/30/2020 11:59:59 PM,"(30.0260641596465, -90.0486157890515)",3687372.63,557249.93
925 Common St 1109,925 Common St 1109,Commercial STR,,,04/04/2020 11:59:59 PM,"(29.9538374335813, -90.0730476230441)",3679930.55,530899.63
1028 Seventh St,1028 Seventh St,Accessory STR,3,6,07/09/2019 11:59:59 PM,"(29.9244872428095, -90.0845432769057)",3676406.66,520186.97
3021 Baudin St,3021 Baudin St,Accessory STR,3,6,10/15/2019 09:56:24 AM,"(29.9646797064052, -90.0939789135648)",3673259.81243,534769.99636
2021 N Claiborne Ave,2021 N Claiborne Ave,Commercial STR,5,10,05/09/2020 11:59:59 PM,"(29.9737280121804, -90.059081922239)",3684272.48,538181.49
2116 Chartres St,2116 Chartres St,Commercial STR,4,8,06/26/2020 11:59:59 PM,"(29.9634737586052, -90.0572859581926)",3684882.6,534458.99
1435 Independence St,1435 Independence St,Accessory STR,3,6,07/22/2020 11:59:59 PM,"(29.970065165424, -90.0367637223683)",3691353.39,536928.81
